Text,Type
classics,Opinion
based off of a famous poem written by edgar allan poe,Origin
second to last in a series,Relationship
vampire and the human who falls in love with him,Plot
lion scarecrow and tin man and a girl and her dog get blown away in a tornado,Plot
the story of a hard working young girl who becomes a princess after a magical encounter with an amphibian,Plot
the tale of jack frost and his attempt to save the world from darkness,Plot
a prequel to the classic 70 s sci fi film franchise,Origin
simians as the dominant earth species,Plot
is a dystopian future where life expires if it is not purchased beforehand,Plot
a woman who falls for a man in a coma,Plot
characters from the old west with hostile extra terrestrial beings,Plot
a group of teenagers who cheat death but then death comes back to stalk them,Plot
tyler,Director
quintessential ghetto granny who takes on the responsibility of housing a cfo accused of a running a ponzi scheme for the mob,Plot
he crossdresses as a woman who must protect a family s identities,Plot
melanie griffith,Actor
a woman whose boss steals her idea and sells it as her own,Plot
a man who was abducted and molested by a pedophile when he was a boy,Plot
a russian sleeper agent,Plot
a hit woman who seeks to avenge the murder of her parents,Plot
a large metal robot alien who visits earth and befriends a little boy,Plot
jack frost,Character_Name
on a quest to save the world,Plot
diane lane,Actor
a newly divorced american woman who decides to reinvent herself by purchasing an italian villa,Plot
the guy turns into a wolf and becomes the villain of the village,Plot
story of an underdog boxer who goes the distance despite the odds,Plot
horror cult,Genre
leatherface and his family of cannibalistic serial killers,Plot
british romantic comedy,Genre
hugh grant,Actor
bachelor running from inevitable love,Plot
willem defoe,Actor
members of a military unit stationed in vietnam,Plot
e m forster novel,Origin
about three british families,Plot
emma thompson,Actor
chronicles the events of a famous manufacturer who saved the lives of thousands of jews during the holocaust,Plot
based on the neil gaiman book,Origin
a little girl who stumbles upon an alternate version of herself and her family,Plot
award winning film,Award
viola davis,Actor
black maid charged with the task of raising white children and emma stone as the courageous white woman who wants to tell the maid s story,Plot
first in this sci fi franchise,Relationship
ellen ripley,Actor
battle against hostile beings,Plot
star crossed lovers aboard a historically doomed luxury liner,Plot
a wealthy prince who is reduced to a slave and witnesses the miracle of jesus,Plot
the first in a series of films,Relationship
as a cleaver san francisco police inspector,Plot
classic 70 s,Year
a group of juvenile punks who go on a spree to terrorize innocent people,Plot
classic 80 s film,Year
a patriarch who takes his family on a memorable and wacky road trip,Plot
an aging broadway star her relationship with a young fan,Plot
displays a dramatic change after spending time away from her domineering mother,Plot
vampire,Genre
cecile b demille,Actor
tells the story of moses,Plot
nyc burrough about a young girl s undying love for her alcoholic but loving father,Plot
sadistic boxer whose violent temper destroys his life,Plot
sydney poitier,Actor
virgil tibbs,Character_Name
a lesbian couple whose two teenagers seek to find their sperm donor,Plot
lesbian parents whose teenage children actively seek out their sperm donor father,Plot
the story of star crossed lovers,Plot
jack,Character_Name
rose,Character_Name
whose romance blossoms aboard an infamously doomed passenger liner,Plot
a man who is one of the many that have witnessed a ufo,Plot
jane fonda,Actor
newlyweds in a new york apartment,Plot
bram stoker,Origin
quintessential vampire,Origin
film adaptation of the classic 80 s,Relationship
film adaptation of the e b white novel,Genre
about a pig and a spider,Plot
film adaptation of the famous victor hugo novel,Origin
jean valjean,Character_Name
film adaptation of the ntozake shange feminist stage play,Origin
phylicia rashad whoopi goldberg,Actor
janet jackson,Actor
supernatural soap opera,Genre
african american men who fought in the american civil war,Plot
a man who gets stranded in the frozen wildness with a pack of wild and hungry animals,Plot
a roman general who becomes a slave,Plot
loosely based on,Relationship
the life of scottish warrior,Origin
william wallace,Character_Name
story of the creation of a mate,Plot
mary shelley,Origin
infamous monster,Plot
nominated for an academy award for best picture,Award
first installment in a film franchise,Relationship
a crime family,Plot
cyborg who is sent back into time to kill,Plot
sarah connor,Character_Name
first installment,Relationship
adapted from the epic,Plot
j k rowling novels,Origin
guillermo del toro,Director
the story of a little girl and a mysterious faun,Plot
a woman who witnesses several exorcisms on her quest to find out what went wrong in her mother s exorcism,Plot
renee zellweger,Actor
a social worker who fights to protect a seemingly harmless little girl,Plot
modern classic sci fi,Genre
a character who learns that the world in which he lives is not real,Plot
oscar award winning,Award
the famous multi talented blind musician,Plot
period drama,Genre
earned an oscar,Award
effective,Opinion
a mute woman torn between two men,Plot
purportedly true story of a woman s nightmarish experience in her family s vacation residence,Plot
features the murderous and horrific exploits of serial killer,Plot
second movie out of a trilogy,Relationship
peter parker,Character_Name
a group of kids whose film project is interrupted by a train derailment,Plot
of errors this time the couple meet each other online,Plot
based off a book that has been released in the past 5 years,Origin
and a,Plot
fillini,Director
about the girl in the circus that has all of those crazy things happen to her life,Plot
a doll named,Plot
that ruins of the life of this kid and his mother,Plot
quinten terentino,Director
delfonics,Soundtrack
70 s soul music,Soundtrack
crazy world in which people drive around on motorcycles,Plot
a movie theater in italy that is about a boy who works there and stuff happens,Plot
a race in britain set in the early 1900 s,Plot
a stingy guy based on the,Plot
a woman who liked to babysit children and used an umbrella to fly,Plot
happy family is torn asunder when the mom is charged with murder suggestions,Plot
girl growing up in new york that was based on a big about a plant,Plot
parodied,Genre
about pets we usually own,Plot
